scc_id,size,members,dag_indegree,dag_outdegree,dag_level,external_out_edges,external_in_edges,internal_edges,source_like_score,is_source_scc,is_source_like_hub
155,1,720575941529893560,1,0,5,0,1,0,-2,False,False
156,1,720575941530131896,1,0,5,0,1,0,-2,False,False
157,1,720575941530199525,1,0,5,0,1,0,-2,False,False
158,1,720575941531607781,1,0,5,0,1,0,-2,False,False
159,1,720575941531738853,1,0,5,0,1,0,-2,False,False
160,1,720575941532601475,1,0,5,0,1,0,-2,False,False
161,1,720575941533915058,1,0,5,0,1,0,-2,False,False
162,1,720575941534157034,1,0,5,0,1,0,-2,False,False
163,1,720575941534410689,1,0,5,0,1,0,-2,False,False
164,1,720575941534580250,1,0,5,0,1,0,-2,False,False
165,1,720575941534782913,1,0,5,0,1,0,-2,False,False
166,1,720575941534850570,1,0,5,0,1,0,-2,False,False
167,1,720575941534855690,1,0,5,0,1,0,-2,False,False
168,1,720575941536173066,1,0,5,0,1,0,-2,False,False
170,1,720575941537933539,1,0,5,0,1,0,-2,False,False
171,1,720575941537994211,1,0,5,0,1,0,-2,False,False
172,1,720575941539398269,1,0,5,0,1,0,-2,False,False
173,1,720575941539585149,1,0,5,0,1,0,-2,False,False
174,1,720575941541848924,1,0,5,0,1,0,-2,False,False
175,1,720575941543840773,1,0,5,0,1,0,-2,False,False
176,1,720575941543968956,1,0,5,0,1,0,-2,False,False
177,1,720575941546398825,1,0,5,0,1,0,-2,False,False
178,1,720575941546756488,1,0,5,0,1,0,-2,False,False
179,1,720575941547731828,1,0,5,0,1,0,-2,False,False
180,1,720575941549071137,1,0,5,0,1,0,-2,False,False
181,1,720575941549599521,1,0,5,0,1,0,-2,False,False
182,1,720575941550024509,1,0,5,0,1,0,-2,False,False
183,1,720575941550184564,1,0,5,0,1,0,-2,False,False
184,1,720575941551078911,1,0,5,0,1,0,-2,False,False
186,1,720575941554073683,1,0,5,0,1,0,-2,False,False
187,1,720575941554157595,1,0,5,0,1,0,-2,False,False
188,1,720575941554380801,1,0,5,0,1,0,-2,False,False
189,1,720575941557422372,1,0,5,0,1,0,-2,False,False
190,1,720575941557468964,1,0,5,0,1,0,-2,False,False
191,1,720575941557667620,1,0,5,0,1,0,-2,False,False
192,1,720575941557973028,1,0,5,0,1,0,-2,False,False
193,1,720575941560332845,1,0,5,0,1,0,-2,False,False
194,1,720575941560351789,1,0,5,0,1,0,-2,False,False
195,1,720575941560966189,1,0,5,0,1,0,-2,False,False
197,1,720575941561971346,1,0,5,0,1,0,-2,False,False
198,1,720575941562085522,1,0,5,0,1,0,-2,False,False
199,1,720575941564275298,1,0,5,0,1,0,-2,False,False
200,1,720575941564700823,1,0,5,0,1,0,-2,False,False
201,1,720575941565638247,1,0,5,0,1,0,-2,False,False
202,1,720575941565790262,1,0,5,0,1,0,-2,False,False
203,1,720575941566206311,1,0,5,0,1,0,-2,False,False
204,1,720575941568747770,1,0,5,0,1,0,-2,False,False
205,1,720575941568882420,1,0,5,0,1,0,-2,False,False
206,1,720575941571755016,1,0,5,0,1,0,-2,False,False
207,1,720575941573938319,1,0,5,0,1,0,-2,False,False
208,1,720575941575008521,1,0,5,0,1,0,-2,False,False
209,1,720575941575093647,1,0,5,0,1,0,-2,False,False
211,1,720575941575318280,1,0,5,0,1,0,-2,False,False
212,1,720575941577573977,1,0,5,0,1,0,-2,False,False
213,1,720575941579300177,1,0,5,0,1,0,-2,False,False
214,1,720575941579401461,1,0,5,0,1,0,-2,False,False
215,1,720575941579762257,1,0,5,0,1,0,-2,False,False
216,1,720575941583614342,1,0,5,0,1,0,-2,False,False
217,1,720575941583650143,1,0,5,0,1,0,-2,False,False
218,1,720575941585563014,1,0,5,0,1,0,-2,False,False
219,1,720575941586045918,1,0,5,0,1,0,-2,False,False
220,1,720575941586758724,1,0,5,0,1,0,-2,False,False
221,1,720575941589852414,1,0,5,0,1,0,-2,False,False
222,1,720575941592078632,1,0,5,0,1,0,-2,False,False
223,1,720575941594568743,1,0,5,0,1,0,-2,False,False
224,1,720575941594678641,1,0,5,0,1,0,-2,False,False
225,1,720575941594862375,1,0,5,0,1,0,-2,False,False
226,1,720575941595122981,1,0,5,0,1,0,-2,False,False
227,1,720575941595579013,1,0,5,0,1,0,-2,False,False
228,1,720575941597123264,1,0,5,0,1,0,-2,False,False
229,1,720575941598966208,1,0,5,0,1,0,-2,False,False
230,1,720575941603004406,1,0,5,0,1,0,-2,False,False
231,1,720575941604078782,1,0,5,0,1,0,-2,False,False
232,1,720575941605656429,1,0,5,0,1,0,-2,False,False
233,1,720575941606490221,1,0,5,0,1,0,-2,False,False
234,1,720575941610128813,1,0,5,0,1,0,-2,False,False
235,1,720575941610499817,1,0,5,0,1,0,-2,False,False
236,1,720575941610510313,1,0,5,0,1,0,-2,False,False
237,1,720575941610806445,1,0,5,0,1,0,-2,False,False
238,1,720575941611744614,1,0,5,0,1,0,-2,False,False
239,1,720575941613173011,1,0,5,0,1,0,-2,False,False
240,1,720575941613650707,1,0,5,0,1,0,-2,False,False
241,1,720575941614413209,1,0,5,0,1,0,-2,False,False
242,1,720575941616956885,1,0,5,0,1,0,-2,False,False
243,1,720575941619138175,1,0,5,0,1,0,-2,False,False
244,1,720575941623448316,1,0,5,0,1,0,-2,False,False
245,1,720575941624541386,1,0,5,0,1,0,-2,False,False
246,1,720575941624830875,1,0,5,0,1,0,-2,False,False
247,1,720575941624997531,1,0,5,0,1,0,-2,False,False
248,1,720575941625191067,1,0,5,0,1,0,-2,False,False
249,1,720575941625541787,1,0,5,0,1,0,-2,False,False
250,1,720575941625674651,1,0,5,0,1,0,-2,False,False
251,1,720575941626048923,1,0,5,0,1,0,-2,False,False
252,1,720575941626464906,1,0,5,0,1,0,-2,False,False
253,1,720575941627257657,1,0,5,0,1,0,-2,False,False
254,1,720575941628765990,1,0,5,0,1,0,-2,False,False
256,1,720575941630989765,1,0,5,0,1,0,-2,False,False
257,1,720575941631705541,1,0,5,0,1,0,-2,False,False
258,1,720575941638397301,1,0,5,0,1,0,-2,False,False
